product_id,date,avg_discount_rate,late_delivery_rate
P035,2017-06-21,0.015,1.0
P035,2017-06-24,0.0,0.0
P035,2017-06-28,0.25,1.0
P035,2017-07-03,0.200000003,0.0
P035,2017-07-05,0.180000007,1.0
P035,2017-07-10,0.170000002,0.0
P035,2017-07-11,0.159999996,0.0
P035,2017-07-12,0.1400000005,0.5
P035,2017-07-13,0.119999997,1.0
P035,2017-07-18,0.100000001,1.0
P035,2017-07-19,0.090000004,1.0
P035,2017-07-23,0.07,1.0
P035,2017-07-27,0.059999999,1.0
P035,2017-07-28,0.050000001,0.0
P035,2017-07-30,0.039999999,0.0
P035,2017-07-31,0.029999999,1.0
P035,2017-08-02,0.015,0.0
P035,2017-08-08,0.0,0.0
P035,2017-08-09,0.25,1.0
P035,2017-08-14,0.200000003,0.0
P035,2017-08-15,0.180000007,1.0
P035,2017-08-20,0.164999999,1.0
P035,2017-08-22,0.150000006,1.0
P035,2017-08-24,0.11666666433333334,0.6666666666666666
P035,2017-08-27,0.090000004,0.0
P035,2017-08-28,0.07,1.0
P035,2017-09-03,0.055,0.5
P035,2017-09-06,0.034999999000000004,0.5
P035,2017-09-11,0.02,1.0
P037,2015-01-01,0.200000003,1.0
P037,2015-01-17,0.1499999985,1.0
P037,2015-01-23,0.129999995,1.0
P037,2015-01-25,0.050000001,1.0
P037,2015-02-03,0.159999996,1.0
P037,2015-02-07,0.079999997,0.5
P037,2015-02-11,0.100000001,1.0
P037,2015-02-13,0.02,1.0
P037,2015-02-20,0.029999999,1.0
P037,2015-02-24,0.07,1.0
P037,2015-02-25,0.059999999,1.0
P037,2015-02-27,0.01,0.0
P037,2015-03-04,0.0,0.0
P037,2015-03-06,0.25,0.0
P037,2015-03-18,0.090000004,0.0
P037,2015-03-27,0.180000007,0.0
P037,2015-03-31,0.02,1.0
P037,2015-04-01,0.090000004,0.0
P037,2015-04-02,0.1750000045,0.5
P037,2015-04-07,0.170000002,0.0
P037,2015-04-10,0.150000006,1.0
P037,2015-04-11,0.200000003,1.0
P037,2015-04-14,0.119999997,0.0
P037,2015-04-17,0.050000001,1.0
P037,2015-04-20,0.150000006,0.0
P037,2015-04-21,0.180000007,0.0
P037,2015-04-29,0.039999999,1.0
P037,2015-05-05,0.0699999985,0.5
P037,2015-05-08,0.039999999,1.0
P037,2015-05-12,0.1400000005,1.0
P037,2015-05-16,0.119999997,1.0
P037,2015-05-20,0.0,1.0
P037,2015-05-22,0.100000001,1.0
P037,2015-05-24,0.07,1.0
P037,2015-05-25,0.059999999,0.0
P037,2015-05-26,0.050000001,1.0
P037,2015-05-28,0.039999999,0.0
P037,2015-06-07,0.25,0.0
P037,2015-06-14,0.090000004,0.0
P037,2015-06-18,0.02,0.0
P037,2015-06-25,0.07,1.0
P037,2015-06-30,0.159999996,0.0
P037,2015-07-03,0.170000002,1.0
P037,2015-07-07,0.050000001,1.0
P037,2015-07-08,0.25,0.0
P037,2015-07-09,0.039999999,1.0
P037,2015-07-10,0.029999999,1.0
P037,2015-07-11,0.200000003,0.0
P037,2015-07-18,0.159999996,1.0
P037,2015-07-20,0.150000006,0.0
P037,2015-07-24,0.02,0.0
P037,2015-07-25,0.0,1.0
P037,2015-07-26,0.13,0.5
P037,2015-08-03,0.119999997,1.0
P037,2015-08-06,0.0,0.0
P037,2015-08-12,0.07,1.0
P037,2015-08-18,0.08,1.0
P037,2015-08-19,0.090000004,1.0
P037,2015-09-01,0.200000003,1.0
P037,2015-09-03,0.119999997,0.0
P037,2015-09-09,0.029999999,0.0
P037,2015-09-11,0.100000001,1.0
P037,2015-09-13,0.02,0.0
P037,2015-09-17,0.090000004,0.0
P037,2015-09-19,0.01,1.0
P037,2015-09-22,0.039999999,1.0
P037,2015-09-26,0.02,0.0
P037,2015-10-07,0.129999995,1.0
P037,2015-10-27,0.100000001,0.0
P037,2015-10-29,0.090000004,1.0
P037,2015-10-30,0.0649999995,1.0
P037,2015-11-01,0.029999999,1.0
P037,2015-11-02,0.170000002,0.0
P037,2015-11-06,0.200000003,0.0
P037,2015-11-09,0.039999999,1.0
P037,2015-11-12,0.029999999,1.0
P037,2015-11-13,0.150000006,1.0
P037,2015-11-14,0.150000006,0.0
P037,2015-11-16,0.029999999,1.0
P037,2015-11-17,0.129999995,0.0
P037,2015-11-18,0.124999996,0.0
P037,2015-11-21,0.02,1.0
P037,2015-11-23,0.02,1.0
P037,2015-11-29,0.01,0.0
P037,2015-11-30,0.090000004,0.0
P037,2015-12-03,0.25,0.0
P037,2015-12-07,0.0649999995,1.0
P037,2015-12-09,0.050000001,0.0
P037,2015-12-12,0.029999999,0.0
P037,2015-12-14,0.25,1.0
P037,2015-12-16,0.25,0.0
P037,2015-12-18,0.01,0.0
P037,2015-12-21,0.200000003,0.0
P037,2015-12-23,0.07,1.0
P037,2015-12-26,0.200000003,0.0
P037,2015-12-27,0.200000003,0.0
P037,2015-12-29,0.180000007,0.0
P037,2016-01-01,0.170000002,1.0
P037,2016-01-04,0.159999996,0.0
P037,2016-01-10,0.059999999,0.0
P037,2016-01-12,0.10000000349999999,0.5
P037,2016-01-22,0.02,1.0
P037,2016-01-26,0.150000006,0.0
P037,2016-01-29,0.119999997,1.0
P037,2016-01-31,0.100000001,1.0
P037,2016-02-05,0.090000004,1.0
P037,2016-02-07,0.01,1.0
P037,2016-02-13,0.07,1.0
P037,2016-02-18,0.180000007,0.0
P037,2016-02-20,0.0,1.0
P037,2016-02-23,0.050000001,1.0
P037,2016-02-27,0.059999999,1.0
P037,2016-02-28,0.20499999800000002,1.0
P037,2016-03-04,0.050000001,1.0
P037,2016-03-09,0.050000001,1.0
P037,2016-03-21,0.02,1.0
P037,2016-03-25,0.124999996,0.0
P037,2016-03-30,0.0,1.0
P037,2016-03-31,0.1750000005,1.0
P037,2016-04-01,0.200000003,1.0
P037,2016-04-07,0.059999999,1.0
P037,2016-04-08,0.050000001,0.0
P037,2016-04-10,0.180000007,1.0
P037,2016-04-12,0.039999999,0.0
P037,2016-04-13,0.08000000066666667,0.0
P037,2016-04-18,0.170000002,0.0
P037,2016-04-28,0.150000006,0.0
P037,2016-05-09,0.170000002,1.0
P037,2016-05-12,0.150000006,1.0
P037,2016-05-13,0.02,1.0
P037,2016-05-23,0.2250000015,0.5
P037,2016-05-24,0.180000007,1.0
P037,2016-05-25,0.150000006,0.0
P037,2016-06-03,0.119999997,1.0
P037,2016-06-12,0.124999996,0.5
P037,2016-06-18,0.090000004,0.0
P037,2016-06-26,0.07,1.0
P037,2016-06-27,0.159999996,1.0
P037,2016-06-28,0.07,1.0
P037,2016-06-30,0.07,1.0
P037,2016-07-01,0.059999999,0.0
P037,2016-07-02,0.059999999,1.0
P037,2016-07-03,0.059999999,0.0
P037,2016-07-07,0.050000001,0.0
P037,2016-07-08,0.046666667,0.6666666666666666
P037,2016-07-09,0.029999999,1.0
P037,2016-07-11,0.029999999333333333,1.0
P037,2016-07-15,0.1099999995,1.0
P037,2016-07-17,0.07,0.0
P037,2016-07-19,0.119999997,0.0
P037,2016-07-20,0.01,1.0
P037,2016-07-22,0.0500000005,0.5
P037,2016-07-25,0.050000001,0.0
P037,2016-07-26,0.0,1.0
P037,2016-07-30,0.25,1.0
P037,2016-08-03,0.200000003,0.0
P037,2016-08-06,0.170000002,1.0
P037,2016-08-28,0.1049999985,0.0
P037,2016-08-30,0.129999995,0.0
P037,2016-08-31,0.029999999,0.0
P037,2016-09-04,0.090000004,1.0
P037,2016-09-08,0.039999999,1.0
P037,2016-09-17,0.07,1.0
P037,2016-09-21,0.01,0.0
P037,2016-09-25,0.059999999,1.0
P037,2016-09-27,0.119999997,1.0
P037,2016-10-01,0.200000003,0.0
P037,2016-10-02,0.01,0.0
P037,2016-10-07,0.180000007,1.0
P037,2016-10-08,0.0,0.0
P037,2016-10-14,0.170000002,1.0
P037,2016-10-15,0.170000002,1.0
P037,2016-10-21,0.059999999,0.0
P037,2016-10-23,0.039999999,1.0
P037,2016-10-27,0.129999995,1.0
P037,2016-11-01,0.119999997,0.0
P037,2016-11-05,0.100000001,0.0
P037,2016-11-08,0.039999999,0.0
P037,2016-11-10,0.07,1.0
P037,2016-11-11,0.150000006,1.0
P037,2016-11-14,0.129999995,0.0
P037,2016-11-15,0.119999997,0.0
P037,2016-11-19,0.029999999,1.0
P037,2016-11-21,0.02,1.0
P037,2016-11-22,0.170000002,0.0
P037,2016-11-25,0.090000004,1.0
P037,2016-12-02,0.0,1.0
P037,2016-12-10,0.25,0.0
P037,2016-12-13,0.059999999,0.0
P037,2016-12-14,0.02,1.0
P037,2016-12-18,0.050000001,1.0
P037,2016-12-27,0.129999995,1.0
P037,2016-12-28,0.25,1.0
P037,2016-12-29,0.029999999,0.0
P037,2017-01-05,0.119999997,1.0
P037,2017-01-06,0.100000001,1.0
P037,2017-01-13,0.159999996,0.0
P037,2017-01-16,0.180000007,1.0
P037,2017-01-17,0.170000002,1.0
P037,2017-01-19,0.170000002,1.0
P037,2017-01-25,0.0,0.0
P037,2017-01-26,0.150000006,1.0
P037,2017-01-28,0.159999996,0.0
P037,2017-01-30,0.129999995,1.0
P037,2017-01-31,0.25,1.0
P037,2017-02-01,0.050000001,0.0
P037,2017-02-08,0.119999997,1.0
P037,2017-02-16,0.119999997,0.0
P037,2017-02-17,0.150000006,1.0
P037,2017-02-19,0.114999998,1.0
P037,2017-02-20,0.180000007,1.0
P037,2017-02-21,0.090000004,1.0
P037,2017-02-22,0.119999997,0.0
P037,2017-02-23,0.039999999,1.0
P037,2017-03-02,0.059999999,1.0
P037,2017-03-03,0.050000001,0.0
P037,2017-03-04,0.10666666666666667,1.0
P037,2017-03-05,0.059999999,1.0
P037,2017-03-08,0.050000001,0.0
P037,2017-03-11,0.044999999,1.0
P037,2017-03-14,0.129999995,1.0
P037,2017-03-15,0.01,1.0
P037,2017-03-20,0.029999999,0.0
P037,2017-03-22,0.119999997,1.0
P037,2017-03-24,0.01,1.0
P037,2017-03-25,0.02,1.0
P037,2017-03-27,0.050000001,0.0
P037,2017-03-29,0.039999999,0.0
P037,2017-03-30,0.029999999,0.0
P037,2017-04-06,0.25,1.0
P037,2017-04-10,0.200000003,0.0
P037,2017-04-22,0.04,0.5
P044,2015-01-08,0.100000001,1.0
P044,2015-01-13,0.07,1.0
P044,2015-01-18,0.07,1.0
P044,2015-01-19,0.039999999,1.0
P044,2015-01-20,0.07,0.0
P044,2015-01-21,0.12666666733333334,0.6666666666666666
P044,2015-01-24,0.0249999995,0.5
P044,2015-01-25,0.07,0.0
P044,2015-01-27,0.16000000066666667,0.6666666666666666
P044,2015-01-31,0.129999995,1.0
P044,2015-02-01,0.200000003,1.0
P044,2015-02-07,0.100000001,0.0
P044,2015-02-10,0.200000003,1.0
P044,2015-02-12,0.1099999995,0.0
P044,2015-02-13,0.07,0.0
P044,2015-02-14,0.01,1.0
P044,2015-02-22,0.159999996,1.0
P044,2015-02-28,0.159999996,1.0
P044,2015-03-13,0.1000000015,0.5
P044,2015-03-18,0.01,0.0
P044,2015-03-19,0.180000007,1.0
P044,2015-03-20,0.100000001,1.0
P044,2015-03-21,0.0,1.0
P044,2015-03-22,0.14333333566666664,0.6666666666666666
P044,2015-03-26,0.170000002,1.0
P044,2015-03-27,0.129999995,0.0
P044,2015-03-30,0.085000001,0.5
P044,2015-03-31,0.100000001,1.0
P044,2015-04-05,0.100000001,0.0
P044,2015-04-08,0.029999999,1.0
P044,2015-04-10,0.150000006,1.0
P044,2015-04-13,0.08499999800000001,0.5
P044,2015-04-15,0.02,1.0
P044,2015-04-18,0.180000007,1.0
P044,2015-04-23,0.180000007,1.0
P044,2015-04-27,0.050000001,0.0
P044,2015-04-30,0.050000001,0.0
P044,2015-05-04,0.150000006,0.0
P044,2015-05-08,0.150000006,0.0
P044,2015-05-12,0.1250000035,0.5
P044,2015-05-15,0.159999996,1.0
P044,2015-05-20,0.150000006,0.5
P044,2015-05-21,0.170000002,1.0
P044,2015-05-22,0.02,0.0
P044,2015-05-23,0.02,1.0
P044,2015-05-24,0.25,1.0
P044,2015-05-26,0.200000003,0.0
P044,2015-05-27,0.059999999,0.0
P044,2015-05-31,0.029999999,1.0
P044,2015-06-01,0.055,0.0
P044,2015-06-02,0.170000002,0.0
P044,2015-06-06,0.029999999,1.0
P044,2015-06-07,0.129999995,1.0
P044,2015-06-18,0.25,1.0
P044,2015-06-25,0.150000006,0.0
P044,2015-06-27,0.200000003,1.0
P044,2015-06-28,0.0500000005,0.5
P044,2015-06-30,0.100000001,1.0
P044,2015-07-05,0.150000006,1.0
P044,2015-07-09,0.12000000100000001,0.0
P044,2015-07-10,0.0350000005,0.5
P044,2015-07-12,0.109999999,0.0
P044,2015-07-14,0.159999996,1.0
P044,2015-07-15,0.01,1.0
P044,2015-07-21,0.180000007,0.0
P044,2015-07-28,0.059999999,1.0
P044,2015-07-31,0.1399999995,0.0
P044,2015-08-05,0.170000002,1.0
P044,2015-08-09,0.0,0.0
P044,2015-08-12,0.180000007,1.0
P044,2015-08-15,0.150000006,1.0
P044,2015-08-19,0.02,1.0
P044,2015-08-21,0.07,1.0
P044,2015-08-27,0.200000003,0.0
P044,2015-08-28,0.02,1.0
P044,2015-09-03,0.155000001,0.0
P044,2015-09-05,0.180000007,0.0
P044,2015-09-07,0.01,0.0
P044,2015-09-13,0.12000000100000001,0.5
P044,2015-09-16,0.170000002,1.0
P044,2015-09-17,0.129999995,1.0
P044,2015-09-19,0.039999999,0.0
P044,2015-09-20,0.10500000150000001,0.0
P044,2015-09-21,0.159999996,0.0
P044,2015-09-22,0.100000001,1.0
P044,2015-09-24,0.25,1.0
P044,2015-09-27,0.10500000150000001,0.0
P044,2015-10-05,0.200000003,1.0
P044,2015-10-10,0.159999996,1.0
P044,2015-10-12,0.119999997,0.0
P044,2015-10-13,0.1100000015,1.0
P044,2015-10-16,0.124999996,0.5
P044,2015-10-28,0.25,0.0
P044,2015-10-31,0.170000002,0.0
P044,2015-11-02,0.050000001,1.0
P044,2015-11-03,0.01,1.0
P044,2015-11-07,0.180000007,1.0
P044,2015-11-08,0.200000003,1.0
P044,2015-12-02,0.090000004,0.0
P044,2015-12-03,0.100000001,0.0
P044,2015-12-04,0.059999999,0.0
P044,2015-12-06,0.059999999,0.0
P044,2015-12-08,0.155000001,0.0
P044,2015-12-10,0.100000001,0.0
P044,2015-12-13,0.085000001,1.0
P044,2015-12-19,0.059999999,0.0
P044,2015-12-22,0.050000001,1.0
P044,2015-12-30,0.059999999,0.0
P044,2016-01-04,0.119999997,0.0
P044,2016-01-19,0.100000001,0.0
P044,2016-01-21,0.200000003,1.0
P044,2016-01-22,0.0,1.0
P044,2016-01-24,0.114999998,1.0
P044,2016-01-25,0.090000004,0.0
P044,2016-02-08,0.159999996,0.0
P044,2016-02-09,0.0399999995,1.0
P044,2016-02-10,0.200000003,1.0
P044,2016-02-15,0.090000004,1.0
P044,2016-02-16,0.200000003,0.0
P044,2016-02-17,0.029999999,0.0
P044,2016-02-19,0.029999999,0.0
P044,2016-02-23,0.039999999,1.0
P044,2016-02-27,0.090000004,1.0
P044,2016-02-28,0.100000001,1.0
P044,2016-03-03,0.059999999,1.0
P044,2016-03-04,0.180000007,0.0
P044,2016-03-06,0.07,0.0
P044,2016-03-08,0.159999996,0.0
P044,2016-03-10,0.059999999,1.0
P044,2016-03-12,0.119999997,0.0
P044,2016-03-14,0.01,1.0
P044,2016-03-16,0.150000006,1.0
P044,2016-03-18,0.059999999,0.0
P044,2016-03-24,0.150000006,0.0
P044,2016-03-27,0.25,1.0
P044,2016-03-30,0.07,1.0
P044,2016-04-01,0.200000003,0.0
P044,2016-04-02,0.159999996,0.0
P044,2016-04-04,0.159999996,1.0
P044,2016-04-08,0.01,1.0
P044,2016-04-10,0.039999999,1.0
P044,2016-04-14,0.170000002,1.0
P044,2016-04-15,0.1499999985,0.5
P044,2016-04-19,0.180000007,0.0
P044,2016-04-20,0.180000007,1.0
P044,2016-04-21,0.039999999,0.0
P044,2016-04-24,0.07,1.0
P044,2016-04-27,0.170000002,0.0
P044,2016-04-28,0.01,1.0
P044,2016-05-06,0.02,1.0
P044,2016-05-07,0.090000004,1.0
P044,2016-05-08,0.090000004,0.0
P044,2016-05-10,0.170000002,1.0
P044,2016-05-16,0.200000003,1.0
P044,2016-05-18,0.150000006,1.0
P044,2016-05-21,0.180000007,0.0
P044,2016-05-24,0.07,1.0
P044,2016-05-27,0.159999996,0.0
P044,2016-05-28,0.25,0.0
P044,2016-05-29,0.129999995,0.0
P044,2016-05-30,0.119999997,0.5
P044,2016-05-31,0.180000007,0.5
P044,2016-06-02,0.039999999,0.0
P044,2016-06-08,0.119999997,1.0
P044,2016-06-24,0.25,0.0
P044,2016-06-26,0.039999999,0.0
P044,2016-06-29,0.100000001,0.0
P044,2016-07-06,0.0950000035,0.5
P044,2016-07-07,0.119999997,0.0
P044,2016-07-08,0.100000001,0.0
P044,2016-07-09,0.02,0.0
P044,2016-07-13,0.129999995,0.0
P044,2016-07-15,0.023333333666666668,0.6666666666666666
P044,2016-07-17,0.180000007,1.0
P044,2016-07-22,0.11500000399999999,0.0
P044,2016-07-28,0.07,1.0
P044,2016-07-30,0.170000002,0.0
P044,2016-07-31,0.119999997,1.0
P044,2016-08-01,0.02,0.0
P044,2016-08-06,0.1350000055,0.5
P044,2016-08-07,0.119999997,1.0
P044,2016-08-11,0.100000001,0.0
P044,2016-08-22,0.159999996,0.0
P044,2016-09-01,0.039999999,0.0
P044,2016-09-02,0.200000003,0.0
P044,2016-09-03,0.119999997,1.0
P044,2016-09-09,0.150000006,0.0
P044,2016-09-10,0.0949999975,1.0
P044,2016-09-13,0.119999997,1.0
P044,2016-09-15,0.0,0.0
P044,2016-09-16,0.200000003,1.0
P044,2016-09-17,0.050000001,0.0
P044,2016-09-19,0.050000001,1.0
P044,2016-09-21,0.07,0.0
P044,2016-09-22,0.029999999,1.0
P044,2016-10-02,0.119999997,1.0
P044,2016-10-04,0.150000006,0.0
P044,2016-10-07,0.1100000015,0.5
P044,2016-10-08,0.01,0.0
P044,2016-10-10,0.159999996,1.0
P044,2016-10-12,0.029999999,1.0
P044,2016-10-16,0.25,1.0
P044,2016-10-19,0.170000002,0.0
P044,2016-10-29,0.02,1.0
P044,2016-10-31,0.150000006,0.0
P044,2016-11-08,0.159999996,0.0
P044,2016-11-14,0.039999999,0.0
P044,2016-11-16,0.0,1.0
P044,2016-11-20,0.0,0.0
P044,2016-11-29,0.170000002,1.0
P044,2016-11-30,0.0,1.0
P044,2016-12-01,0.07,0.0
P044,2016-12-02,0.180000007,1.0
P044,2016-12-05,0.119999997,0.0
P044,2016-12-08,0.170000002,0.0
P044,2016-12-11,0.180000007,0.0
P044,2016-12-13,0.059999999,1.0
P044,2016-12-14,0.01,0.0
P044,2016-12-16,0.129999995,1.0
P044,2016-12-19,0.129999995,1.0
P044,2016-12-27,0.100000001,1.0
P044,2016-12-29,0.100000001,1.0
P044,2016-12-30,0.25,0.0
P044,2017-01-03,0.02,1.0
P044,2017-01-04,0.200000003,0.0
P044,2017-01-06,0.059999999,1.0
P044,2017-01-08,0.029999999,1.0
P044,2017-01-12,0.01,0.0
P044,2017-01-13,0.129999995,1.0
P044,2017-01-22,0.02,0.0
P044,2017-01-23,0.050000001,0.0
P044,2017-01-25,0.100000001,0.0
P044,2017-01-26,0.159999996,0.0
P044,2017-01-28,0.050000001,1.0
P044,2017-01-29,0.130000001,0.5
P044,2017-02-05,0.059999999,0.0
P044,2017-02-06,0.25,0.0
P044,2017-02-12,0.0,1.0
P044,2017-02-17,0.050000001,1.0
P044,2017-02-18,0.0,1.0
P044,2017-02-22,0.090000004,1.0
P044,2017-02-24,0.170000002,0.0
P044,2017-03-06,0.129999995,1.0
P044,2017-03-07,0.059999999,1.0
P044,2017-03-09,0.059999999,1.0
P044,2017-03-16,0.119999997,0.0
P044,2017-03-18,0.02,1.0
P044,2017-03-21,0.15499999949999999,0.5
P044,2017-03-22,0.200000003,1.0
P044,2017-03-25,0.039999999,1.0
P044,2017-03-28,0.150000006,1.0
P044,2017-04-01,0.050000001,0.0
P044,2017-04-03,0.100000001,0.0
P044,2017-04-05,0.109999999,1.0
P044,2017-04-08,0.25,0.0
P044,2017-04-10,0.02,1.0
P044,2017-04-12,0.02,1.0
P044,2017-04-13,0.039999999,0.0
P044,2017-04-16,0.07,1.0
P044,2017-04-17,0.0650000015,0.0
P044,2017-04-21,0.119999997,0.0
P058,2017-09-11,0.140000004,0.5
P058,2017-09-12,0.11250000099999999,0.75
P058,2017-09-13,0.14666666566666667,1.0
P058,2017-09-14,0.200000003,1.0
P058,2017-09-15,0.039999999,0.0
P058,2017-09-16,0.200000003,0.0
P058,2017-09-17,0.1449999995,0.5
P058,2017-09-20,0.07500000100000001,0.5
P058,2017-09-21,0.114999998,0.5
P058,2017-09-23,0.2250000015,0.5
P058,2017-09-24,0.10666666666666667,0.6666666666666666
P058,2017-09-25,0.066666669,0.3333333333333333
P058,2017-09-28,0.159999996,1.0
P058,2017-09-29,0.0199999995,1.0
P060,2017-09-30,0.109999999,1.0
P060,2017-10-01,0.062000000599999994,0.4
P060,2017-10-02,0.019999999666666667,1.0
P061,2017-09-11,0.129999995,0.0
P061,2017-09-12,0.0,0.0
P061,2017-09-13,0.07,0.0
P061,2017-09-14,0.06250000124999999,0.75
P061,2017-09-15,0.129999995,0.0
P061,2017-09-17,0.08666666833333332,0.3333333333333333
P061,2017-09-18,0.029999999,1.0
P061,2017-09-19,0.200000003,1.0
P061,2017-09-20,0.180000007,0.0
P061,2017-09-21,0.159999996,0.0
P061,2017-09-22,0.039999999,0.0
P061,2017-09-23,0.1750000045,1.0
P061,2017-09-24,0.0949999985,1.0
P061,2017-09-25,0.039999999,0.0
P061,2017-09-27,0.05333333266666667,0.0
P061,2017-09-28,0.10000000125,0.5
P078,2017-04-25,0.07,0.0
P078,2017-04-26,0.02,1.0
P078,2017-04-28,0.01,1.0
P078,2017-05-02,0.059999999,0.0
P078,2017-05-03,0.050000001,1.0
P078,2017-05-07,0.1100000015,0.5
P078,2017-05-10,0.029999999,1.0
P078,2017-05-12,0.25,0.0
P078,2017-05-15,0.090000004,0.0
P078,2017-05-16,0.10000000349999999,0.5
P078,2017-05-17,0.01,1.0
P078,2017-05-18,0.050000001,1.0
P078,2017-05-20,0.119999997,0.0
P078,2017-05-22,0.180000007,0.0
P078,2017-05-25,0.129999995,1.0
P078,2017-05-26,0.090000004,1.0
P078,2017-05-27,0.159999996,1.0
P078,2017-05-29,0.02,1.0
